1541131399,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.06,0.06,0.04,0.10,0.24,0.38,0.34,0.17,0.06,-0.13,-0.26,-0.20,-0.11,-0.02,0.01,0.02,0.02,0.04,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.07,0.08,0.07,0.07,0.07,0.08,0.08,0.08,0.10,0.08,0.07,0.07,0.08,0.07,0.06,0.05,0.02,0.01,-0.01,-0.02,-0.04,-0.05,-0.04,-0.04,-0.02,-0.01,0.00,0.01,0.01,0.01,0.01,0.02,0.02,0.04,0.04,0.02,0.02,0.04,0.04,0.04,0.02,0.04,0.02,0.02,0.04,0.04,0.04,0.05,0.06,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.05,0.04,0.04,0.06,0.05,0.02,0.02,0.02,0.04,0.06,0.06,0.06,0.05,0.05,0.06,0.07,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.05,0.04,0.02,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.14,0.31,0.38,0.23,0.10,-0.02,-0.18,-0.19,-0.11,-0.04,0.00,0.02,0.02,0.04,0.05,0.04,0.05,
1541131400,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.06,0.06,0.06,0.05,0.02,0.01,-0.01,-0.04,-0.04,-0.04,-0.04,-0.02,-0.02,-0.01,-0.01,0.00,0.01,0.02,0.02,0.02,0.02,0.04,0.04,0.04,0.02,0.02,0.04,0.05,0.05,0.05,0.05,0.06,0.07,0.06,0.07,0.07,0.06,0.05,0.05,0.06,0.06,0.05,0.04,0.02,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.02,0.02,0.02,0.04,0.04,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.13,0.29,0.40,0.29,0.10,0.01,-0.16,-0.24,-0.18,-0.08,-0.01,0.02,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.05,0.04,0.02,0.01,-0.01,-0.02,-0.02,-0.04,-0.04,-0.02,-0.02,-0.02,
1541131401,0.00,0.00,0.01,0.02,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.02,0.12,0.30,0.43,0.32,0.22,0.05,-0.22,-0.29,-0.20,-0.10,-0.02,0.01,0.02,0.02,0.02,0.04,0.05,0.05,0.05,0.05,0.06,0.07,0.06,0.05,0.05,0.06,0.08,0.10,0.08,0.06,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.10,0.08,0.07,0.05,0.02,0.01,0.00,-0.02,-0.05,-0.05,-0.06,-0.06,-0.04,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.05,0.04,0.05,0.05,0.05,0.02,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.05,0.05,
1541131402,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.05,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.02,0.07,0.23,0.40,0.41,0.26,0.13,-0.10,-0.30,-0.26,-0.14,-0.05,0.00,0.02,0.04,0.04,0.05,0.04,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.07,0.08,0.10,0.10,0.10,0.10,0.10,0.08,0.06,0.04,0.06,0.07,0.05,0.01,0.01,0.00,-0.01,-0.04,-0.05,-0.05,-0.04,-0.02,-0.02,0.00,0.01,0.00,0.00,0.02,0.04,0.05,0.04,0.02,0.04,0.05,0.05,0.04,0.02,0.02,0.05,0.07,0.06,0.04,0.04,0.06,0.08,0.07,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.05,0.04,0.02,0.02,0.04,0.05,0.05,0.06,0.08,0.07,0.06,0.05,0.04,0.01,0.04,0.07,0.07,0.05,0.02,0.02,0.02,0.04,0.04,0.05,0.06,0.06,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.07,0.07,0.07,0.06,0.05,0.04,0.02,0.05,0.18,0.37,0.48,0.35,0.23,0.01,-0.29,-0.32,-0.20,-0.11,-0.04,0.00,0.02,0.04,0.02,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,
1541131402,0.06,0.06,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.08,0.10,0.10,0.10,0.10,0.08,0.07,0.07,0.06,0.05,0.04,0.01,0.00,-0.02,-0.05,-0.05,-0.05,-0.05,-0.04,-0.04,-0.02,0.00,0.01,0.01,0.01,0.02,0.02,0.02,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.13,0.30,0.43,0.35,0.20,0.04,-0.22,-0.29,-0.20,-0.11,-0.05,0.00,0.02,0.02,0.02,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.05,0.05,0.01,-0.01,-0.01,-0.02,-0.02,-0.04,-0.04,-0.04,-0.02,-0.01,0.00,0.01,0.02,0.02,0.02,0.04,0.05,0.04,0.02,0.04,0.05,0.05,0.05,0.05,0.05,
1541131403,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.06,0.07,0.08,0.06,0.05,0.05,0.04,0.04,0.04,0.02,0.02,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.17,0.32,0.41,0.28,0.13,-0.01,-0.24,-0.26,-0.17,-0.06,0.00,0.02,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.07,0.08,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.05,0.02,0.00,0.00,-0.01,-0.02,-0.04,-0.05,-0.04,-0.04,-0.02,0.00,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.04,0.05,0.06,0.06,0.07,0.06,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.04,0.05,0.06,0.06,0.06,0.05,0.04,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.04,0.04,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.06,0.06,0.08,0.19,0.32,0.35,0.14,
1541131404,0.01,-0.07,-0.20,-0.19,-0.10,-0.01,0.04,0.04,0.02,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.06,0.07,0.07,0.08,0.10,0.10,0.08,0.08,0.08,0.07,0.06,0.05,0.05,0.04,0.02,0.01,-0.01,-0.02,-0.04,-0.05,-0.05,-0.04,-0.02,-0.02,-0.01,0.00,0.01,0.02,0.02,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.06,0.06,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.04,0.05,0.05,0.06,0.06,0.07,0.06,0.10,0.23,0.37,0.37,0.18,0.05,-0.08,-0.24,-0.19,-0.10,-0.01,0.02,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.02,0.02,0.02,0.02,0.04,0.05,0.05,0.06,0.06,0.05,0.04,0.04,0.05,0.05,0.07,0.10,0.10,0.11,0.11,0.10,0.10,0.10,0.08,
1541131405,0.08,0.06,0.05,0.02,0.00,0.00,-0.01,-0.04,-0.02,-0.01,-0.01,-0.02,-0.02,-0.02,-0.01,0.00,0.00,0.01,0.01,0.02,0.04,0.06,0.10,0.12,0.10,0.06,0.04,0.01,0.00,-0.01,0.00,0.01,0.02,0.04,0.05,0.02,0.00,0.02,0.05,0.07,0.07,0.08,0.10,0.08,0.10,0.11,0.11,0.11,0.13,0.17,0.18,0.16,0.12,0.06,0.01,-0.04,-0.07,-0.07,-0.06,-0.02,0.01,0.04,0.05,0.10,0.10,0.06,0.07,0.08,0.08,0.05,0.06,0.10,0.13,0.20,0.26,0.28,0.23,0.13,0.06,0.01,-0.02,-0.02,-0.04,-0.04,-0.02,-0.01,0.00,-0.02,-0.02,-0.04,-0.07,-0.06,-0.07,-0.08,-0.08,-0.07,-0.05,-0.01,0.00,0.00,0.00,0.00,0.01,0.04,0.06,0.06,0.12,0.26,0.40,0.35,0.19,0.05,-0.17,-0.28,-0.20,-0.11,-0.02,0.01,0.02,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.02,0.07,0.10,0.11,0.11,0.10,0.10,0.10,0.10,0.10,0.08,0.07,0.07,0.08,0.11,0.11,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.08,0.07,0.07,0.07,0.05,0.01,-0.01,-0.02,-0.02,-0.04,-0.02,-0.01,-0.01,-0.02,0.00,0.05,0.06,0.07,0.07,0.07,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.02,
1541131406,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.02,0.04,0.04,0.02,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.02,0.02,0.04,0.02,0.01,0.01,-0.01,-0.01,-0.01,0.01,0.05,0.07,0.10,0.11,0.10,0.08,0.07,0.06,0.06,0.06,0.04,0.01,0.00,0.00,0.01,0.02,0.06,0.07,0.10,0.10,0.11,0.11,0.11,0.10,0.08,0.07,0.06,0.05,0.04,0.04,0.04,0.05,0.04,0.02,0.02,0.01,0.02,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.06,0.06,0.07,0.17,0.35,0.44,0.29,0.14,-0.02,-0.24,-0.30,-0.20,-0.12,-0.04,0.00,0.02,0.04,0.05,0.06,0.06,0.07,0.06,0.06,0.07,0.07,0.06,0.06,0.05,0.04,0.02,0.04,0.04,0.04,0.04,0.02,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.06,0.05,0.04,0.02,0.02,0.00,-0.01,-0.02,-0.04,-0.05,-0.04,-0.02,-0.01,0.01,0.05,0.07,0.08,0.10,0.10,0.07,0.06,0.04,0.02,0.02,0.05,0.07,0.10,0.07,0.05,0.05,0.05,0.06,0.04,-0.01,-0.04,-0.04,-0.05,-0.04,-0.02,-0.02,-0.04,-0.05,-0.07,-0.05,0.00,0.05,
1541131407,0.12,0.14,0.14,0.16,0.17,0.18,0.14,0.06,0.00,-0.05,-0.07,-0.05,-0.02,-0.01,0.00,0.00,-0.01,-0.01,-0.02,-0.02,0.01,0.05,0.10,0.13,0.14,0.14,0.12,0.08,0.06,0.05,0.07,0.11,0.14,0.18,0.18,0.16,0.12,0.06,0.00,-0.04,-0.05,-0.02,0.02,0.08,0.14,0.18,0.14,0.11,0.06,0.01,-0.02,-0.04,-0.02,-0.01,0.01,0.02,0.04,0.04,0.04,0.07,0.19,0.36,0.42,0.26,0.11,-0.08,-0.29,-0.28,-0.16,-0.06,0.00,0.04,0.04,0.04,0.06,0.07,0.08,0.08,0.10,0.07,0.05,0.02,0.00,-0.01,-0.01,0.01,0.05,0.06,0.07,0.10,0.11,0.10,0.07,0.06,0.06,0.07,0.12,0.20,0.26,0.30,0.29,0.24,0.17,0.12,0.10,0.07,0.06,0.06,0.05,0.05,0.01,-0.06,-0.13,-0.20,-0.26,-0.32,-0.32,-0.28,-0.19,-0.12,-0.08,-0.06,-0.04,-0.02,-0.01,-0.02,-0.02,-0.01,0.00,0.02,0.05,0.07,0.08,0.10,0.10,0.11,0.11,0.12,0.11,0.11,0.10,0.07,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.02,0.01,0.01,0.02,0.05,0.06,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.05,0.06,0.07,0.08,0.08,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.10,0.08,0.08,
